airline,airlineID,source airport,source airport id,destination apirport,destination airport id,codeshare,stops,equipment
"US,1525,PHL,3752,PBI,3722,,0,""3,19E+92"""
US,1526,PHL,3752,PDX,3720,,0,320
US,1527,PHL,3752,PHF,3633,Y,0,DH8
US,1528,PHL,3752,PHX,3462,,0,321 752
US,1529,PHL,3752,PIT,3570,,0,319 E90 320
US,1530,PHL,3752,PLS,1754,,0,319
US,1531,PHL,3752,PUJ,1760,,0,319 332 320
US,1532,PHL,3752,PVD,3641,,0,E90
US,1533,PHL,3752,PWM,3862,,0,E90
"US,1534,PHL,3752,RDU,3626,,0,""3,19E+92"""
US,1535,PHL,3752,RIC,3608,Y,0,DH8 CR9 CRJ
US,1536,PHL,3752,ROA,4016,Y,0,DH8
US,1537,PHL,3752,ROC,3622,Y,0,DH8 CRJ E70 E75
US,1538,PHL,3752,RSW,3793,,0,319 E90 320
US,1539,PHL,3752,SAN,3731,,0,320
US,1540,PHL,3752,SAT,3621,,0,E90
US,1541,PHL,3752,SAV,3613,Y,0,E75 E70 CRJ
US,1542,PHL,3752,SBY,3642,Y,0,DH8
US,1543,PHL,3752,SCE,4318,Y,0,CRJ DH8
US,1544,PHL,3752,SDF,4014,Y,0,CRJ CR9
US,1545,PHL,3752,SDQ,1762,,0,320
US,1546,PHL,3752,SEA,3577,,0,320 321
US,1547,PHL,3752,SFO,3469,,0,320 321
US,1548,PHL,3752,SJU,2890,,0,762 752 320
US,1549,PHL,3752,SLC,3536,,0,320
US,1550,PHL,3752,STL,3678,Y,0,CRJ E70 E75
US,1551,PHL,3752,STT,2883,,0,752
US,1552,PHL,3752,SWF,3661,Y,0,DH8 CRJ
US,1553,PHL,3752,SXM,2899,,0,332
US,1554,PHL,3752,SYR,3745,Y,0,DH8 CRJ E75 E70
US,1555,PHL,3752,TLV,1590,,0,332
US,1556,PHL,3752,TPA,3646,,0,321 320 319 734
US,1557,PHL,3752,TYS,3676,,0,CRJ
US,1558,PHL,3752,VCE,1551,,0,332
US,1559,PHL,3752,YHZ,73,Y,0,E70 CRJ E75
US,1560,PHL,3752,YOW,100,Y,0,CRJ
US,1561,PHL,3752,YQB,111,Y,0,CRJ
US,1562,PHL,3752,YUL,146,Y,0,CRJ
US,1563,PHL,3752,YYZ,193,Y,0,CRJ E75
US,1564,PHL,3752,ZRH,1678,,0,762
US,1565,PHX,3462,ABQ,4019,Y,0,CR9 CRJ
US,1566,PHX,3462,ANC,3774,,0,320
US,1567,PHX,3462,ATL,3682,,0,321 320
US,1568,PHX,3462,AUS,3673,,0,319
US,1569,PHX,3462,BFL,3558,Y,0,CR9 CRJ
US,1570,PHX,3462,BOI,3495,,0,319
US,1571,PHX,3462,BOS,3448,,0,320 319
US,1572,PHX,3462,BUR,3644,Y,0,CR9 CRJ
US,1573,PHX,3462,BWI,3849,,0,321 319 320
US,1574,PHX,3462,CLT,3876,,0,321 320
US,1575,PHX,3462,CMH,3759,,0,320 319
US,1576,PHX,3462,CUN,1852,,0,752 320 321
US,1577,PHX,3462,DCA,3520,,0,752 320 319
US,1578,PHX,3462,DEN,3751,,0,320 321
US,1579,PHX,3462,DFW,3670,,0,M83 319 738 321 M80 320
US,1580,PHX,3462,DRO,3713,Y,0,CRJ CR9
US,1581,PHX,3462,DSM,3729,,0,319
US,1582,PHX,3462,DTW,3645,,0,321 319
US,1583,PHX,3462,ELP,3559,Y,0,CR9 CRJ
US,1584,PHX,3462,EWR,3494,,0,320
US,1585,PHX,3462,FAT,3687,Y,0,CR9 CRJ
US,1586,PHX,3462,FLG,4261,Y,0,CRJ
US,1587,PHX,3462,FLL,3533,,0,320 319
US,1588,PHX,3462,GDL,1804,Y,0,CR9 CRJ
US,1589,PHX,3462,GEG,3467,,0,319
US,1590,PHX,3462,GJT,4063,Y,0,CRJ
US,1591,PHX,3462,HMO,1807,Y,0,CRJ
US,1592,PHX,3462,HNL,3728,,0,752
US,1593,PHX,3462,IAH,3550,,0,319 321 320
US,1594,PHX,3462,IND,3585,,0,320 319
US,1595,PHX,3462,JFK,3797,,0,321
US,1596,PHX,3462,KOA,3514,,0,752
US,1597,PHX,3462,LAS,3877,,0,321 320 319
US,1598,PHX,3462,LAX,3484,,0,321 319 320
US,1599,PHX,3462,LGB,3582,,0,319
US,1600,PHX,3462,LIH,3602,,0,752
US,1601,PHX,3462,MCI,3458,,0,319
US,1602,PHX,3462,MCO,3878,,0,320 321
US,1603,PHX,3462,MEX,1824,,0,319
US,1604,PHX,3462,MIA,3576,,0,738
US,1605,PHX,3462,MKE,3717,,0,319
US,1606,PHX,3462,MRY,3948,Y,0,CRJ
US,1607,PHX,3462,MSP,3858,,0,320 321 319
US,1608,PHX,3462,MZT,1826,,0,320 319
US,1609,PHX,3462,OAK,3453,,0,319
US,1610,PHX,3462,OGG,3456,,0,752
US,1611,PHX,3462,OMA,3454,,0,319
US,1612,PHX,3462,ONT,3734,,0,319 320
US,1613,PHX,3462,ORD,3830,,0,M83 320 321 738
US,1614,PHX,3462,PDX,3720,,0,319 320 321
US,1615,PHX,3462,PHL,3752,,0,752 321
US,1616,PHX,3462,PIT,3570,,0,319 320
US,1617,PHX,3462,PSP,3839,Y,0,CR9 CRJ
US,1618,PHX,3462,PVR,1836,,0,320 319 321
US,1619,PHX,3462,RNO,3807,,0,319 320
US,1620,PHX,3462,SAN,3731,,0,320 321
US,1621,PHX,3462,SAT,3621,Y,0,CR9
US,1622,PHX,3462,SBA,3949,Y,0,CRJ CR9
US,1623,PHX,3462,SBP,5768,Y,0,CR9 CRJ
US,1624,PHX,3462,SEA,3577,,0,320 321
US,1625,PHX,3462,SFO,3469,,0,320 321
US,1626,PHX,3462,SJC,3748,,0,319 320
US,1627,PHX,3462,SJD,1840,,0,320 319 752 321
US,1628,PHX,3462,SLC,3536,,0,319 321 320
US,1629,PHX,3462,SMF,3817,,0,319 320 321
US,1630,PHX,3462,SNA,3867,,0,319 320 321
US,1631,PHX,3462,STL,3678,,0,319
US,1632,PHX,3462,TPA,3646,,0,320
US,1633,PHX,3462,TUS,3636,Y,0,CR9 CRJ
US,1634,PHX,3462,YEG,49,,0,319 320
US,1635,PHX,3462,YUM,3596,Y,0,CRJ
US,1636,PHX,3462,YVR,156,,0,319 321
US,1637,PHX,3462,YYC,178,,0,319
US,1638,PHX,3462,ZIH,1856,,0,320
US,1639,PIA,4046,DFW,3670,Y,0,ER4
US,1640,PIA,4046,ORD,3830,,0,ERD
US,1641,PIT,3570,BDL,3825,Y,0,ERJ
US,1642,PIT,3570,BOS,3448,Y,0,E70 CRJ
US,1643,PIT,3570,CLT,3876,,0,319 734 321 320
US,1644,PIT,3570,DCA,3520,Y,0,E75 E70 CRJ
US,1645,PIT,3570,DFW,3670,,0,M80
US,1646,PIT,3570,JFK,3797,,0,ER4
US,1647,PIT,3570,LAX,3484,,0,738
US,1648,PIT,3570,LGA,3697,Y,0,E75 CRJ
US,1649,PIT,3570,MIA,3576,,0,ER4
US,1650,PIT,3570,ORD,3830,,0,CR7 ER4 E75
US,1651,PIT,3570,PHL,3752,,0,320 319 E90
US,1652,PIT,3570,PHX,3462,,0,319 320
US,1653,PIT,3570,RDU,3626,Y,0,ERJ
US,1654,PIT,3570,STL,3678,Y,0,ERJ
US,1655,PLS,1754,CLT,3876,,0,321
US,1656,PLS,1754,DFW,3670,,0,738
US,1657,PLS,1754,MIA,3576,,0,757
US,1658,PLS,1754,PHL,3752,,0,319
US,1659,PNS,3564,CLT,3876,Y,0,CR9
US,1660,PNS,3564,DCA,3520,,0,CRJ
US,1661,PNS,3564,DFW,3670,,0,M83 M80
US,1662,PNS,3564,MIA,3576,,0,ER4
US,1663,POA,2599,MIA,3576,,0,763
US,1664,POP,1761,MIA,3576,,0,757
US,1665,POS,2902,MIA,3576,,0,757
US,1666,PSP,3839,DFW,3670,,0,M83 M80
US,1667,PSP,3839,ORD,3830,,0,M83
US,1668,PSP,3839,PHX,3462,Y,0,CRJ CR9
US,1669,PTP,2881,MIA,3576,,0,738
US,1670,PTY,1871,DFW,3670,Y,0,738
US,1671,PTY,1871,MIA,3576,,0,738
US,1672,PUJ,1760,CLT,3876,,0,319 752 321 320
US,1673,PUJ,1760,MIA,3576,,0,738
US,1674,PUJ,1760,PHL,3752,,0,319 332 320
US,1675,PVD,3641,CLT,3876,,0,320 321 319
US,1676,PVD,3641,DCA,3520,Y,0,E75 CRJ E70
US,1677,PVD,3641,PHL,3752,,0,E90
US,1678,PVG,3406,ORD,3830,,0,777
US,1679,PVR,1836,DFW,3670,,0,M80 M83
US,1680,PVR,1836,ORD,3830,Y,0,M83
US,1681,PVR,1836,PHX,3462,,0,320 319 321
US,1682,QRO,1838,DFW,3670,Y,0,ERD
US,1683,RAP,4087,DFW,3670,Y,0,CRJ ER4
US,1684,RAR,1959,AKL,2006,Y,0,763 320 772
US,1685,RAR,1959,LAX,3484,Y,0,763
US,1686,RDM,4103,LAX,3484,Y,0,CRJ
US,1687,RDU,3626,CLT,3876,,0,321 320 734 319 E90
US,1688,RDU,3626,DCA,3520,,0,ERD CRJ
US,1689,RDU,3626,DFW,3670,,0,M83 M80 738
US,1690,RDU,3626,JFK,3797,,0,ERD CR7
US,1691,RDU,3626,LAX,3484,,0,738
US,1692,RDU,3626,LGA,3697,,0,CR7 ERD
US,1693,RDU,3626,LHR,507,,0,763
US,1694,RDU,3626,MIA,3576,,0,738
US,1695,RDU,3626,ORD,3830,,0,M80 738
US,1696,RDU,3626,PHL,3752,,0,E90 319
US,1697,RDU,3626,PIT,3570,Y,0,ERJ
US,1698,REC,2610,MIA,3576,,0,757
US,1699,RIC,3608,BOS,3448,Y,0,CRJ
US,1700,RIC,3608,CLT,3876,,0,319 CRJ
US,1701,RIC,3608,DFW,3670,,0,M80 M83
US,1702,RIC,3608,LGA,3697,,0,ERD
US,1703,RIC,3608,MIA,3576,,0,ER4
US,1704,RIC,3608,ORD,3830,,0,ERD
US,1705,RIC,3608,PHL,3752,Y,0,CRJ DH8
US,1706,RNO,3807,DFW,3670,,0,M83 738
US,1707,RNO,3807,LAX,3484,Y,0,CRJ
US,1708,RNO,3807,ORD,3830,,0,738
US,1709,RNO,3807,PHX,3462,,0,319 320
US,1710,ROA,4016,CLT,3876,,0,CRJ
US,1711,ROA,4016,LGA,3697,Y,0,ERD
US,1712,ROA,4016,PHL,3752,Y,0,DH8
US,1713,ROC,3622,BOS,3448,Y,0,CRJ
US,1714,ROC,3622,CLT,3876,,0,319
US,1715,ROC,3622,DCA,3520,Y,0,CRJ E70
US,1716,ROC,3622,ORD,3830,,0,ER4
US,1717,ROC,3622,PHL,3752,Y,0,CRJ E70 DH8 E75
US,1718,ROW,3736,DFW,3670,,0,ERD
US,1719,RST,4048,ORD,3830,Y,0,ERD ER4
US,1720,RSW,3793,CLT,3876,,0,321 320 319 734
US,1721,RSW,3793,DCA,3520,Y,0,E75 E70
US,1722,RSW,3793,DFW,3670,,0,738
US,1723,RSW,3793,ORD,3830,,0,738 M80
US,1724,RSW,3793,PHL,3752,,0,319 E90 320
US,1725,RTB,1774,DFW,3670,Y,0,738
US,1726,RTB,1774,MIA,3576,,0,738
US,1727,SAF,3784,DFW,3670,,0,ER4
US,1728,SAF,3784,LAX,3484,Y,0,CRJ
US,1729,SAL,1892,DFW,3670,,0,E90
US,1730,SAL,1892,IAD,3714,,0,321 319 320
US,1731,SAL,1892,IAH,3550,,0,E90
US,1732,SAL,1892,JFK,3797,,0,320
US,1733,SAL,1892,LAX,3484,,0,320 321
US,1734,SAL,1892,MCO,3878,,0,E90
US,1735,SAL,1892,MIA,3576,,0,320 738 E90
US,1736,SAL,1892,SFO,3469,,0,319 320
US,1737,SAN,3731,CLT,3876,,0,320 321
US,1738,SAN,3731,DCA,3520,,0,319
US,1739,SAN,3731,DFW,3670,,0,M83 M80 738 757
US,1740,SAN,3731,JFK,3797,,0,738
US,1741,SAN,3731,LAX,3484,Y,0,CRJ CR7
US,1742,SAN,3731,MIA,3576,,0,738
US,1743,SAN,3731,ORD,3830,,0,738
US,1744,SAN,3731,PHL,3752,,0,320
US,1745,SAN,3731,PHX,3462,,0,321 320
US,1746,SAP,1772,MIA,3576,,0,738 320 E90 319
US,1747,SAT,3621,CLT,3876,,0,319
US,1748,SAT,3621,DFW,3670,,0,M80 M83
US,1749,SAT,3621,ORD,3830,,0,E75
US,1750,SAT,3621,PHL,3752,,0,E90
US,1751,SAT,3621,PHX,3462,Y,0,CR9
US,1752,SAV,3613,CLT,3876,,0,CR7 CRJ
US,1753,SAV,3613,DCA,3520,Y,0,CRJ
US,1754,SAV,3613,DFW,3670,,0,ER4
US,1755,SAV,3613,PHL,3752,Y,0,E75 E70 CRJ
US,1756,SBA,3949,PHX,3462,Y,0,CR9 CRJ
US,1757,SBP,5768,PHX,3462,Y,0,CR9 CRJ
US,1758,SBY,3642,CLT,3876,Y,0,DH3
US,1759,SBY,3642,PHL,3752,Y,0,DH8
US,1760,SCE,4318,PHL,3752,Y,0,CRJ DH8
US,1761,SCL,2650,DFW,3670,,0,763
US,1762,SCL,2650,MIA,3576,,0,763
US,1763,SDF,4014,CLT,3876,,0,319 CRJ CR7
US,1764,SDF,4014,DCA,3520,,0,CRJ
US,1765,SDF,4014,DFW,3670,,0,M80 ERD M83 319
US,1766,SDF,4014,LGA,3697,,0,ERD
US,1767,SDF,4014,MIA,3576,,0,ER4
US,1768,SDF,4014,ORD,3830,,0,ER4 E75
US,1769,SDF,4014,PHL,3752,Y,0,CR9 CRJ
US,1770,SDQ,1762,MIA,3576,,0,757 763
US,1771,SDQ,1762,PHL,3752,,0,320
US,1772,SEA,3577,CLT,3876,,0,320 321 319
US,1773,SEA,3577,DFW,3670,,0,738 757
US,1774,SEA,3577,JFK,3797,,0,738
US,1775,SEA,3577,MIA,3576,,0,757
US,1776,SEA,3577,ORD,3830,,0,738
US,1777,SEA,3577,PHL,3752,,0,320 321
US,1778,SEA,3577,PHX,3462,,0,321 320
US,1779,SEA,3577,TPE,2276,,0,744
US,1780,SFO,3469,AKL,2006,Y,0,772 744
US,1781,SFO,3469,CLT,3876,,0,321
US,1782,SFO,3469,DFW,3670,,0,738 757 763
US,1783,SFO,3469,HKG,3077,,0,77W
US,1784,SFO,3469,ICN,3930,,0,77W
US,1785,SFO,3469,JFK,3797,,0,763 32B
US,1786,SFO,3469,LAX,3484,,0,738
US,1787,SFO,3469,MIA,3576,,0,757 763 738
US,1788,SFO,3469,ORD,3830,,0,738
US,1789,SFO,3469,PEK,3364,Y,0,773
US,1790,SFO,3469,PHL,3752,,0,320 321
US,1791,SFO,3469,PHX,3462,,0,321 320
US,1792,SFO,3469,SAL,1892,,0,319 320
US,1793,SFO,3469,TPE,2276,,0,77W
US,1794,SGF,4348,DFW,3670,Y,0,ER4 ERD
US,1795,SGF,4348,ORD,3830,Y,0,ER4 ERD
US,1796,SHV,3609,DFW,3670,Y,0,CRJ ERD ER4
US,1797,SIN,3316,AMS,580,,0,77W 772
US,1798,SIN,3316,FRA,340,,0,388
US,1799,SIN,3316,HKG,3077,,0,77W
US,1800,SIN,3316,ICN,3930,,0,77W
US,1801,SIN,3316,MUC,346,,0,77W
US,1802,SIN,3316,NRT,2279,,0,388
US,1803,SIN,3316,ZRH,1678,,0,388
US,1804,SJC,3748,DFW,3670,,0,M83
US,1805,SJC,3748,LAX,3484,,0,CR7
US,1806,SJC,3748,ORD,3830,,0,738
US,1807,SJC,3748,PHX,3462,,0,320 319
US,1808,SJD,1840,CLT,3876,,0,320
US,1809,SJD,1840,DFW,3670,,0,M80 M83
US,1810,SJD,1840,LAX,3484,,0,M83 738
US,1811,SJD,1840,ORD,3830,,0,M83 738
US,1812,SJD,1840,PHX,3462,,0,320 319 752 321
US,1813,SJO,1885,CLT,3876,,0,319
US,1814,SJO,1885,DFW,3670,Y,0,757
US,1815,SJO,1885,JFK,3797,Y,0,738
US,1816,SJO,1885,MIA,3576,,0,757 738
US,1817,SJT,3708,DFW,3670,,0,ER4
US,1818,SJU,2890,CLT,3876,,0,321
US,1819,SJU,2890,DFW,3670,,0,757
US,1820,SJU,2890,JFK,3797,,0,757
US,1821,SJU,2890,MIA,3576,,0,738 757
US,1822,SJU,2890,ORD,3830,,0,738
US,1823,SJU,2890,PHL,3752,,0,752 762 320
US,1824,SKB,2891,MIA,3576,,0,738
US,1825,SKG,1486,ATH,3941,Y,0,320
US,1826,SKG,1486,MUC,346,Y,0,320
US,1827,SLC,3536,CLT,3876,,0,320
US,1828,SLC,3536,DFW,3670,,0,M80 M83
US,1829,SLC,3536,LAX,3484,,0,CR7
US,1830,SLC,3536,ORD,3830,Y,0,E75 CR7
US,1831,SLC,3536,PHL,3752,,0,320
US,1832,SLC,3536,PHX,3462,,0,320 319 321
US,1833,SLP,1842,DFW,3670,Y,0,ERD
US,1834,SMF,3817,CLT,3876,,0,321
US,1835,SMF,3817,DFW,3670,,0,M83
US,1836,SMF,3817,LAX,3484,Y,0,CRJ
US,1837,SMF,3817,PHX,3462,,0,320 319 321
US,1838,SNA,3867,DFW,3670,,0,738
US,1839,SNA,3867,ORD,3830,,0,738
US,1840,SNA,3867,PHX,3462,,0,320 319 321
US,1841,SPS,3680,DFW,3670,,0,ERD ER4
US,1842,SRQ,4067,CLT,3876,Y,0,CR9 E75
US,1843,SRQ,4067,DCA,3520,Y,0,CRJ
US,1844,SSA,2621,MIA,3576,,0,757
US,1845,STI,1764,MIA,3576,,0,757 738
US,1846,STL,3678,CLT,3876,,0,319
US,1847,STL,3678,DCA,3520,Y,0,CR7
US,1848,STL,3678,DFW,3670,,0,M83 M80 738
US,1849,STL,3678,LAX,3484,,0,M83
US,1850,STL,3678,LGA,3697,Y,0,CR7
US,1851,STL,3678,MIA,3576,,0,738
US,1852,STL,3678,ORD,3830,,0,M80 M83 738
US,1853,STL,3678,PHL,3752,,0,CRJ
US,1854,STL,3678,PHX,3462,,0,319
US,1855,STL,3678,PIT,3570,Y,0,ERJ
US,1856,STT,2883,CLT,3876,,0,752 762
US,1857,STT,2883,JFK,3797,,0,757
US,1858,STT,2883,MIA,3576,,0,757
US,1859,STT,2883,PHL,3752,,0,752
US,1860,STX,2884,MIA,3576,,0,738
US,1861,SUX,3753,ORD,3830,,0,ERD ER4
US,1862,SVQ,1253,LIS,1638,Y,0,BEH
US,1863,SWF,3661,PHL,3752,Y,0,CRJ DH8
US,1864,SXM,2899,CLT,3876,,0,752 319
US,1865,SXM,2899,JFK,3797,,0,757
US,1866,SXM,2899,MIA,3576,,0,757 738
US,1867,SXM,2899,PHL,3752,,0,332
US,1868,SYD,3361,AKL,2006,Y,0,320 772 763
US,1869,SYR,3745,BOS,3448,Y,0,DH8
US,1870,SYR,3745,CLT,3876,,0,320 319
US,1871,SYR,3745,DCA,3520,Y,0,E70 CRJ
US,1872,SYR,3745,ORD,3830,,0,ER4 CR7
US,1873,SYR,3745,PHL,3752,Y,0,CRJ E75 DH8
US,1874,TGU,1776,MIA,3576,,0,757
US,1875,TLH,3698,CLT,3876,,0,CR7 CRJ
US,1876,TLH,3698,DCA,3520,Y,0,CRJ
US,1877,TLH,3698,DFW,3670,,0,ERD
US,1878,TLH,3698,MIA,3576,,0,ERD ER4
US,1879,TLV,1590,PHL,3752,,0,332
US,1880,TOL,4040,ORD,3830,,0,ER4
US,1881,TPA,3646,CLT,3876,,0,320 734 321 319
US,1882,TPA,3646,DCA,3520,,0,319
US,1883,TPA,3646,DFW,3670,,0,738 M83 M80
US,1884,TPA,3646,JFK,3797,Y,0,CR7
US,1885,TPA,3646,MIA,3576,,0,738
US,1886,TPA,3646,ORD,3830,,0,738 M83 M80
US,1887,TPA,3646,PHL,3752,,0,734 321 319 320
US,1888,TPA,3646,PHX,3462,,0,320
US,1889,TPE,2276,LAX,3484,,0,77W
US,1890,TPE,2276,SEA,3577,,0,744
US,1891,TPE,2276,SFO,3469,,0,77W
US,1892,TRC,1845,DFW,3670,,0,ER4
US,1893,TRI,4116,CLT,3876,,0,CRJ
US,1894,TUL,3855,DFW,3670,,0,M80 738 M83 757
US,1895,TUL,3855,MIA,3576,,0,738
US,1896,TUL,3855,ORD,3830,,0,738
US,1897,TUS,3636,DFW,3670,,0,M80 M83
US,1898,TUS,3636,LAX,3484,,0,CRJ
US,1899,TUS,3636,ORD,3830,,0,M83 M80
US,1900,TUS,3636,PHX,3462,Y,0,CR9 CRJ
US,1901,TVC,4023,ORD,3830,Y,0,ERD ER4
US,1902,TXK,3770,DFW,3670,,0,ERD ER4
US,1903,TYR,3848,DFW,3670,,0,ERD ER4
US,1904,TYS,3676,CLT,3876,,0,CRJ CR7
US,1905,TYS,3676,DCA,3520,,0,CRJ
US,1906,TYS,3676,DFW,3670,,0,ER4 ERD
US,1907,TYS,3676,LGA,3697,,0,ERD
US,1908,TYS,3676,ORD,3830,,0,ERD ER4
US,1909,TYS,3676,PHL,3752,,0,CRJ
US,1910,UVF,2894,CLT,3876,,0,320 319
US,1911,UVF,2894,MIA,3576,Y,0,757
US,1912,VCE,1551,PHL,3752,,0,332
US,1913,VLC,1246,LIS,1638,Y,0,ER4 100
US,1914,VPS,3873,CLT,3876,,0,CR7
US,1915,VPS,3873,DCA,3520,,0,CRJ
US,1916,VPS,3873,DFW,3670,,0,ER4 ERD
US,1917,VVI,2771,MIA,3576,,0,757
US,1918,XNA,4356,CLT,3876,,0,CR7 CRJ
US,1919,XNA,4356,DFW,3670,,0,ER4 M80
US,1920,XNA,4356,LAX,3484,Y,0,CR7
US,1921,XNA,4356,LGA,3697,,0,CR7
US,1922,XNA,4356,ORD,3830,,0,CR7 ER4
US,1923,YEG,49,PHX,3462,,0,320 319
US,1924,YHZ,73,DCA,3520,Y,0,CRJ
US,1925,YHZ,73,PHL,3752,Y,0,E70 CRJ E75
US,1926,YKF,79,ORD,3830,Y,0,ER4 ERD
US,1927,YOW,100,CLT,3876,Y,0,CRJ
US,1928,YOW,100,PHL,3752,Y,0,CRJ
US,1929,YQB,111,PHL,3752,Y,0,CRJ
US,1930,YUL,146,AMM,2170,,0,330
US,1931,YUL,146,CLT,3876,Y,0,CRJ
US,1932,YUL,146,DCA,3520,Y,0,CRJ
US,1933,YUL,146,DFW,3670,,0,738
US,1934,YUL,146,DTW,3645,,0,330
US,1935,YUL,146,JFK,3797,,0,ERD
US,1936,YUL,146,LGA,3697,,0,ERD
US,1937,YUL,146,MIA,3576,,0,738
US,1938,YUL,146,ORD,3830,,0,CRJ
US,1939,YUL,146,PHL,3752,Y,0,CRJ
US,1940,YUM,3596,PHX,3462,Y,0,CRJ
US,1941,YVR,156,DFW,3670,,0,738
US,1942,YVR,156,PHX,3462,,0,321 319
US,1943,YYC,178,DFW,3670,,0,M83 M80 738
US,1944,YYC,178,PHX,3462,,0,319
US,1945,YYZ,193,CLT,3876,Y,0,E75 CRJ
US,1946,YYZ,193,DCA,3520,Y,0,CRJ
US,1947,YYZ,193,DFW,3670,,0,319
US,1948,YYZ,193,JFK,3797,,0,CR7
US,1949,YYZ,193,LAX,3484,,0,738
US,1950,YYZ,193,LGA,3697,,0,CR7
US,1951,YYZ,193,MIA,3576,,0,738
US,1952,YYZ,193,ORD,3830,,0,ER4 CR7
US,1953,YYZ,193,PHL,3752,Y,0,E75 CRJ
US,1954,ZCL,1855,DFW,3670,Y,0,ERD
US,1955,ZIH,1856,PHX,3462,,0,320
US,1956,ZRH,1678,IST,1701,Y,0,320
US,1957,ZRH,1678,JFK,3797,,0,763
US,1958,ZRH,1678,LIS,1638,Y,0,320 319
US,1959,ZRH,1678,PHL,3752,,0,762
US,1960,ZRH,1678,SIN,3316,,0,388
UU,0001,BKK,3885,MAA,3144,,0,738
UU,0002,CDG,1382,RUN,916,,0,77W 77L
UU,0003,DZA,915,HAH,912,,0,738
UU,0004,DZA,915,RUN,916,,0,738 77L
UU,0005,HAH,912,DZA,915,,0,738
UU,0006,HAH,912,RUN,916,,0,738
UU,0007,JNB,813,RUN,916,,0,738
UU,0008,MAA,3144,BKK,3885,,0,738
UU,0009,MAA,3144,RUN,916,,0,738
UU,0010,MRU,893,RUN,916,,0,AT7 738 77W
UU,0011,MRU,893,ZSE,917,,0,AT7
UU,0012,NOS,930,RUN,916,,0,738
UU,0013,RUN,916,CDG,1382,,0,77W 77L
UU,0014,RUN,916,DZA,915,,0,738 77L
UU,0015,RUN,916,HAH,912,,0,738
UU,0016,RUN,916,JNB,813,,0,738
UU,0017,RUN,916,MAA,3144,,0,738
UU,0018,RUN,916,MRU,893,,0,AT7 738 77W
UU,0019,RUN,916,NOS,930,,0,738
UU,0020,RUN,916,TMM,921,,0,AT7
UU,0021,RUN,916,TNR,918,,0,738 AT7
UU,0022,TMM,921,RUN,916,,0,AT7
UU,0023,TNR,918,RUN,916,,0,738 AT7
UU,0024,ZSE,917,MRU,893,,0,AT7
UX,0001,ACE,1055,BIO,1216,,0,738
UX,0002,ACE,1055,MAD,1229,,0,738 332
UX,0003,ACE,1055,OVD,1214,,0,332
UX,0004,ACE,1055,SCQ,1243,,0,738
UX,0005,AGP,1230,CDG,1382,,0,738
UX,0006,AGP,1230,IBZ,1225,,0,738
UX,0007,AGP,1230,MAD,1229,,0,ATR 738
UX,0008,AGP,1230,PMI,3998,,0,738
UX,0009,AGP,1230,SVO,2985,Y,0,32S
UX,0010,AGP,1230,TFN,1057,,0,738
UX,0011,ALC,1212,TFS,1056,,0,738
UX,0012,AMS,580,MAD,1229,,0,738
UX,0013,BCN,1218,BJZ,1219,,0,ATR
UX,0014,BCN,1218,CDG,1382,Y,0,32S
UX,0015,BCN,1218,MAD,1229,,0,332 333
UX,0016,BCN,1218,OTP,1657,Y,0,737
"UX,0017,BCN,1218,PMI,3998,,0,""7,38E+92"""
UX,0018,BCN,1218,PRG,1587,,0,32S
UX,0019,BCN,1218,SVO,2985,,0,32S
UX,0020,BCN,1218,TFN,1057,,0,738
UX,0021,BIO,1216,ACE,1055,,0,738
UX,0022,BIO,1216,CDG,1382,Y,0,E90
UX,0023,BIO,1216,IBZ,1225,,0,738
UX,0024,BIO,1216,LPA,1054,,0,738
UX,0025,BIO,1216,MAD,1229,,0,E90
"UX,0026,BIO,1216,PMI,3998,,0,""7,38E+92"""
UX,0027,BIO,1216,TFN,1057,,0,738
UX,0028,BJZ,1219,BCN,1218,,0,ATR
UX,0029,BJZ,1219,MAD,1229,,0,ATR
UX,0030,BRU,302,MAD,1229,,0,E90
UX,0031,CCS,2851,MAD,1229,,0,332
UX,0032,CDG,1382,AGP,1230,,0,738
UX,0033,CDG,1382,BCN,1218,Y,0,32S
UX,0034,CDG,1382,BIO,1216,Y,0,E90
UX,0035,CDG,1382,GOT,687,Y,0,E90
UX,0036,CDG,1382,VGO,1250,Y,0,E90
UX,0037,CDG,1382,VLC,1246,,0,738
UX,0038,CUN,1852,MAD,1229,,0,333
UX,0039,DKR,1084,MAD,1229,,0,738
UX,0040,EZE,3988,MAD,1229,,0,332
UX,0041,FCO,1555,MAD,1229,,0,738
UX,0042,FRA,340,MAD,1229,,0,E90
UX,0043,FUE,1051,MAD,1229,,0,738
UX,0044,GRU,2564,MAD,1229,,0,332
UX,0045,GRX,1223,PMI,3998,,0,E90
UX,0046,HAV,1909,MAD,1229,,0,332 333
UX,0047,IBZ,1225,MAD,1229,,0,E90 738
UX,0048,JED,2072,MAD,1229,,0,320
UX,0049,JED,2072,RUH,2082,,0,320
UX,0050,JFK,3797,MAD,1229,,0,332
UX,0051,LCG,1220,MAD,1229,,0,E90
UX,0052,LEI,1213,MAD,1229,,0,ATR
UX,0053,LEI,1213,SVQ,1253,,0,ATR
UX,0054,LGW,502,MAD,1229,,0,738
UX,0055,LIM,2789,MAD,1229,,0,332
UX,0056,LIS,1638,MAD,1229,,0,ER4
